run,run_dir,trajectory,exp_index,turn,status,definition,prompt_tag
retrieved-notes-d128-4defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-retrieved-notes-d128-4defs-mha-bwd-d128,exp_000,0,6,Runtime error,mha_bwd_d128,hopper-012
retrieved-notes-d128-4defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-retrieved-notes-d128-4defs-mha-bwd-d128,exp_000,0,7,Kernel Execution Timeout,mha_bwd_d128,hopper-012
retrieved-notes-d128-4defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-retrieved-notes-d128-4defs-mha-bwd-d128,exp_001,1,0,Compilation error,mha_bwd_d128,hopper-012
retrieved-notes-d128-4defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-retrieved-notes-d128-4defs-mha-bwd-d128,exp_001,1,1,Kernel Execution Timeout,mha_bwd_d128,hopper-012
retrieved-notes-d128-4defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-retrieved-notes-d128-4defs-mha-bwd-d128,exp_001,1,2,Compilation error,mha_bwd_d128,hopper-012
retrieved-notes-d128-4defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-retrieved-notes-d128-4defs-mha-bwd-d128,exp_001,1,3,Runtime error,mha_bwd_d128,hopper-012
retrieved-notes-d128-4defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-retrieved-notes-d128-4defs-mha-bwd-d128,exp_001,1,4,Runtime error,mha_bwd_d128,hopper-012
retrieved-notes-d128-4defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-retrieved-notes-d128-4defs-mha-bwd-d128,exp_001,1,5,Runtime error,mha_bwd_d128,hopper-012
retrieved-notes-d128-4defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-retrieved-notes-d128-4defs-mha-bwd-d128,exp_001,1,6,Kernel Execution Timeout,mha_bwd_d128,hopper-012
retrieved-notes-d128-4defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-retrieved-notes-d128-4defs-mha-bwd-d128,exp_001,1,7,Kernel Execution Timeout,mha_bwd_d128,hopper-012
retrieved-notes-d128-4defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-retrieved-notes-d128-4defs-mha-bwd-d128,exp_002,2,0,Compilation error,mha_bwd_d128,hopper-012
retrieved-notes-d128-4defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-retrieved-notes-d128-4defs-mha-bwd-d128,exp_002,2,1,Compilation error,mha_bwd_d128,hopper-012
retrieved-notes-d128-4defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-retrieved-notes-d128-4defs-mha-bwd-d128,exp_002,2,2,Compilation error,mha_bwd_d128,hopper-012
retrieved-notes-d128-4defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-retrieved-notes-d128-4defs-mha-bwd-d128,exp_002,2,3,Runtime error,mha_bwd_d128,hopper-012
retrieved-notes-d128-4defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-retrieved-notes-d128-4defs-mha-bwd-d128,exp_002,2,4,Numerical error,mha_bwd_d128,hopper-012
retrieved-notes-d128-4defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-retrieved-notes-d128-4defs-mha-bwd-d128,exp_002,2,5,Compilation error,mha_bwd_d128,hopper-012
retrieved-notes-d128-4defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-retrieved-notes-d128-4defs-mha-bwd-d128,exp_002,2,6,Numerical error,mha_bwd_d128,hopper-012
retrieved-notes-d128-4defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-retrieved-notes-d128-4defs-mha-bwd-d128,exp_002,2,7,Compilation error,mha_bwd_d128,hopper-012
retrieved-notes-d128-4defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-retrieved-notes-d128-4defs-mha-bwd-d128,exp_003,3,0,Compilation error,mha_bwd_d128,hopper-012
retrieved-notes-d128-4defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-retrieved-notes-d128-4defs-mha-bwd-d128,exp_003,3,1,Kernel Execution Timeout,mha_bwd_d128,hopper-012
retrieved-notes-d128-4defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-retrieved-notes-d128-4defs-mha-bwd-d128,exp_003,3,2,Compilation error,mha_bwd_d128,hopper-012
retrieved-notes-d128-4defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-retrieved-notes-d128-4defs-mha-bwd-d128,exp_003,3,3,Compilation error,mha_bwd_d128,hopper-012
retrieved-notes-d128-4defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-retrieved-notes-d128-4defs-mha-bwd-d128,exp_003,3,4,Kernel Execution Timeout,mha_bwd_d128,hopper-012
retrieved-notes-d128-4defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-retrieved-notes-d128-4defs-mha-bwd-d128,exp_003,3,5,Kernel Execution Timeout,mha_bwd_d128,hopper-012
retrieved-notes-d128-4defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-retrieved-notes-d128-4defs-mha-bwd-d128,exp_003,3,6,Kernel Execution Timeout,mha_bwd_d128,hopper-012
retrieved-notes-d128-4defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-retrieved-notes-d128-4defs-mha-bwd-d128,exp_003,3,7,Kernel Execution Timeout,mha_bwd_d128,hopper-012
retrieved-notes-d128-4defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-retrieved-notes-d128-4defs-mha-bwd-d128,exp_004,4,0,Compilation error,mha_bwd_d128,hopper-013
retrieved-notes-d128-4defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-retrieved-notes-d128-4defs-mha-bwd-d128,exp_004,4,1,Runtime error,mha_bwd_d128,hopper-013
retrieved-notes-d128-4defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-retrieved-notes-d128-4defs-mha-bwd-d128,exp_004,4,2,Runtime error,mha_bwd_d128,hopper-013
retrieved-notes-d128-4defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-retrieved-notes-d128-4defs-mha-bwd-d128,exp_004,4,3,Kernel Execution Timeout,mha_bwd_d128,hopper-013
retrieved-notes-d128-4defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-retrieved-notes-d128-4defs-mha-bwd-d128,exp_004,4,4,Runtime error,mha_bwd_d128,hopper-013
retrieved-notes-d128-4defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-retrieved-notes-d128-4defs-mha-bwd-d128,exp_004,4,5,Kernel Execution Timeout,mha_bwd_d128,hopper-013
retrieved-notes-d128-4defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-retrieved-notes-d128-4defs-mha-bwd-d128,exp_004,4,6,Kernel Execution Timeout,mha_bwd_d128,hopper-013
retrieved-notes-d128-4defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-retrieved-notes-d128-4defs-mha-bwd-d128,exp_004,4,7,Kernel Execution Timeout,mha_bwd_d128,hopper-013
retrieved-notes-d128-4defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-retrieved-notes-d128-4defs-mha-bwd-d128,exp_005,5,0,Extraction error,mha_bwd_d128,hopper-013
retrieved-notes-d128-4defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-retrieved-notes-d128-4defs-mha-bwd-d128,exp_005,5,1,Compilation error,mha_bwd_d128,hopper-013
retrieved-notes-d128-4defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-retrieved-notes-d128-4defs-mha-bwd-d128,exp_005,5,2,Compilation error,mha_bwd_d128,hopper-013
retrieved-notes-d128-4defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-retrieved-notes-d128-4defs-mha-bwd-d128,exp_005,5,3,Runtime error,mha_bwd_d128,hopper-013
retrieved-notes-d128-4defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-retrieved-notes-d128-4defs-mha-bwd-d128,exp_005,5,4,Extraction error,mha_bwd_d128,hopper-013
retrieved-notes-d128-4defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-retrieved-notes-d128-4defs-mha-bwd-d128,exp_005,5,5,Runtime error,mha_bwd_d128,hopper-013
retrieved-notes-d128-4defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-retrieved-notes-d128-4defs-mha-bwd-d128,exp_005,5,6,Runtime error,mha_bwd_d128,hopper-013
retrieved-notes-d128-4defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-retrieved-notes-d128-4defs-mha-bwd-d128,exp_005,5,7,Runtime error,mha_bwd_d128,hopper-013
retrieved-notes-d128-4defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-retrieved-notes-d128-4defs-mha-bwd-d128,exp_006,6,0,Compilation error,mha_bwd_d128,hopper-013
retrieved-notes-d128-4defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-retrieved-notes-d128-4defs-mha-bwd-d128,exp_006,6,1,Numerical error,mha_bwd_d128,hopper-013
retrieved-notes-d128-4defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-retrieved-notes-d128-4defs-mha-bwd-d128,exp_006,6,2,Compilation error,mha_bwd_d128,hopper-013
retrieved-notes-d128-4defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-retrieved-notes-d128-4defs-mha-bwd-d128,exp_006,6,3,Kernel Execution Timeout,mha_bwd_d128,hopper-013
retrieved-notes-d128-4defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-retrieved-notes-d128-4defs-mha-bwd-d128,exp_006,6,4,Compilation error,mha_bwd_d128,hopper-013
retrieved-notes-d128-4defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-retrieved-notes-d128-4defs-mha-bwd-d128,exp_006,6,5,Compilation error,mha_bwd_d128,hopper-013
retrieved-notes-d128-4defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-retrieved-notes-d128-4defs-mha-bwd-d128,exp_006,6,6,Runtime error,mha_bwd_d128,hopper-013
retrieved-notes-d128-4defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-retrieved-notes-d128-4defs-mha-bwd-d128,exp_006,6,7,Kernel Execution Timeout,mha_bwd_d128,hopper-013
retrieved-notes-d128-4defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-retrieved-notes-d128-4defs-mha-bwd-d128,exp_007,7,0,Runtime error,mha_bwd_d128,hopper-013
retrieved-notes-d128-4defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-retrieved-notes-d128-4defs-mha-bwd-d128,exp_007,7,1,Kernel Execution Timeout,mha_bwd_d128,hopper-013
retrieved-notes-d128-4defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-retrieved-notes-d128-4defs-mha-bwd-d128,exp_007,7,2,Compilation error,mha_bwd_d128,hopper-013
retrieved-notes-d128-4defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-retrieved-notes-d128-4defs-mha-bwd-d128,exp_007,7,3,Other error,mha_bwd_d128,hopper-013
retrieved-notes-d128-4defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-retrieved-notes-d128-4defs-mha-bwd-d128,exp_007,7,4,Compilation error,mha_bwd_d128,hopper-013
retrieved-notes-d128-4defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-retrieved-notes-d128-4defs-mha-bwd-d128,exp_007,7,5,Runtime error,mha_bwd_d128,hopper-013
retrieved-notes-d128-4defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-retrieved-notes-d128-4defs-mha-bwd-d128,exp_007,7,6,Runtime error,mha_bwd_d128,hopper-013
retrieved-notes-d128-4defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-retrieved-notes-d128-4defs-mha-bwd-d128,exp_007,7,7,Extraction error,mha_bwd_d128,hopper-013
retrieved-notes-d128-4defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-retrieved-notes-d128-4defs-mha-bwd-d128-causal,exp_000,0,0,Compilation error,mha_bwd_d128_causal,hopper-012
retrieved-notes-d128-4defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-retrieved-notes-d128-4defs-mha-bwd-d128-causal,exp_000,0,1,Kernel Execution Timeout,mha_bwd_d128_causal,hopper-012
retrieved-notes-d128-4defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-retrieved-notes-d128-4defs-mha-bwd-d128-causal,exp_000,0,2,Compilation error,mha_bwd_d128_causal,hopper-012
retrieved-notes-d128-4defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-retrieved-notes-d128-4defs-mha-bwd-d128-causal,exp_000,0,3,Kernel Execution Timeout,mha_bwd_d128_causal,hopper-012
retrieved-notes-d128-4defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-retrieved-notes-d128-4defs-mha-bwd-d128-causal,exp_000,0,4,Kernel Execution Timeout,mha_bwd_d128_causal,hopper-012
retrieved-notes-d128-4defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-retrieved-notes-d128-4defs-mha-bwd-d128-causal,exp_000,0,5,Compilation error,mha_bwd_d128_causal,hopper-012
retrieved-notes-d128-4defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-retrieved-notes-d128-4defs-mha-bwd-d128-causal,exp_000,0,6,Compilation error,mha_bwd_d128_causal,hopper-012
retrieved-notes-d128-4defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-retrieved-notes-d128-4defs-mha-bwd-d128-causal,exp_000,0,7,Runtime error,mha_bwd_d128_causal,hopper-012
retrieved-notes-d128-4defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-retrieved-notes-d128-4defs-mha-bwd-d128-causal,exp_001,1,0,Compilation error,mha_bwd_d128_causal,hopper-012
retrieved-notes-d128-4defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-retrieved-notes-d128-4defs-mha-bwd-d128-causal,exp_001,1,1,Compilation error,mha_bwd_d128_causal,hopper-012
retrieved-notes-d128-4defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-retrieved-notes-d128-4defs-mha-bwd-d128-causal,exp_001,1,2,Compilation error,mha_bwd_d128_causal,hopper-012
retrieved-notes-d128-4defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-retrieved-notes-d128-4defs-mha-bwd-d128-causal,exp_001,1,3,Runtime error,mha_bwd_d128_causal,hopper-012
retrieved-notes-d128-4defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-retrieved-notes-d128-4defs-mha-bwd-d128-causal,exp_001,1,4,Runtime error,mha_bwd_d128_causal,hopper-012
retrieved-notes-d128-4defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-retrieved-notes-d128-4defs-mha-bwd-d128-causal,exp_001,1,5,Kernel Execution Timeout,mha_bwd_d128_causal,hopper-012
retrieved-notes-d128-4defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-retrieved-notes-d128-4defs-mha-bwd-d128-causal,exp_001,1,6,Runtime error,mha_bwd_d128_causal,hopper-012
retrieved-notes-d128-4defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-retrieved-notes-d128-4defs-mha-bwd-d128-causal,exp_001,1,7,Runtime error,mha_bwd_d128_causal,hopper-012
retrieved-notes-d128-4defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-retrieved-notes-d128-4defs-mha-bwd-d128-causal,exp_002,2,0,Compilation error,mha_bwd_d128_causal,hopper-012
retrieved-notes-d128-4defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-retrieved-notes-d128-4defs-mha-bwd-d128-causal,exp_002,2,1,Runtime error,mha_bwd_d128_causal,hopper-012
retrieved-notes-d128-4defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-retrieved-notes-d128-4defs-mha-bwd-d128-causal,exp_002,2,2,Runtime error,mha_bwd_d128_causal,hopper-012
retrieved-notes-d128-4defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-retrieved-notes-d128-4defs-mha-bwd-d128-causal,exp_002,2,3,Kernel Execution Timeout,mha_bwd_d128_causal,hopper-012
retrieved-notes-d128-4defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-retrieved-notes-d128-4defs-mha-bwd-d128-causal,exp_002,2,4,Runtime error,mha_bwd_d128_causal,hopper-012
retrieved-notes-d128-4defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-retrieved-notes-d128-4defs-mha-bwd-d128-causal,exp_002,2,5,Runtime error,mha_bwd_d128_causal,hopper-012
retrieved-notes-d128-4defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-retrieved-notes-d128-4defs-mha-bwd-d128-causal,exp_002,2,6,Kernel Execution Timeout,mha_bwd_d128_causal,hopper-012
retrieved-notes-d128-4defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-retrieved-notes-d128-4defs-mha-bwd-d128-causal,exp_002,2,7,Kernel Execution Timeout,mha_bwd_d128_causal,hopper-012
retrieved-notes-d128-4defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-retrieved-notes-d128-4defs-mha-bwd-d128-causal,exp_003,3,0,Compilation error,mha_bwd_d128_causal,hopper-012
retrieved-notes-d128-4defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-retrieved-notes-d128-4defs-mha-bwd-d128-causal,exp_003,3,1,Kernel Execution Timeout,mha_bwd_d128_causal,hopper-012
retrieved-notes-d128-4defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-retrieved-notes-d128-4defs-mha-bwd-d128-causal,exp_003,3,2,Compilation error,mha_bwd_d128_causal,hopper-012
retrieved-notes-d128-4defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-retrieved-notes-d128-4defs-mha-bwd-d128-causal,exp_003,3,3,Compilation error,mha_bwd_d128_causal,hopper-012
retrieved-notes-d128-4defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-retrieved-notes-d128-4defs-mha-bwd-d128-causal,exp_003,3,4,Kernel Execution Timeout,mha_bwd_d128_causal,hopper-012
retrieved-notes-d128-4defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-retrieved-notes-d128-4defs-mha-bwd-d128-causal,exp_003,3,5,Kernel Execution Timeout,mha_bwd_d128_causal,hopper-012
retrieved-notes-d128-4defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-retrieved-notes-d128-4defs-mha-bwd-d128-causal,exp_003,3,6,Compilation error,mha_bwd_d128_causal,hopper-012
retrieved-notes-d128-4defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-retrieved-notes-d128-4defs-mha-bwd-d128-causal,exp_003,3,7,Kernel Execution Timeout,mha_bwd_d128_causal,hopper-012
retrieved-notes-d128-4defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-retrieved-notes-d128-4defs-mha-bwd-d128-causal,exp_004,4,0,Compilation error,mha_bwd_d128_causal,hopper-013
retrieved-notes-d128-4defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-retrieved-notes-d128-4defs-mha-bwd-d128-causal,exp_004,4,1,Kernel Execution Timeout,mha_bwd_d128_causal,hopper-013
retrieved-notes-d128-4defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-retrieved-notes-d128-4defs-mha-bwd-d128-causal,exp_004,4,2,Runtime error,mha_bwd_d128_causal,hopper-013
retrieved-notes-d128-4defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-retrieved-notes-d128-4defs-mha-bwd-d128-causal,exp_004,4,3,Kernel Execution Timeout,mha_bwd_d128_causal,hopper-013
retrieved-notes-d128-4defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-retrieved-notes-d128-4defs-mha-bwd-d128-causal,exp_004,4,4,Runtime error,mha_bwd_d128_causal,hopper-013
retrieved-notes-d128-4defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-retrieved-notes-d128-4defs-mha-bwd-d128-causal,exp_004,4,5,Kernel Execution Timeout,mha_bwd_d128_causal,hopper-013
retrieved-notes-d128-4defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-retrieved-notes-d128-4defs-mha-bwd-d128-causal,exp_004,4,6,Kernel Execution Timeout,mha_bwd_d128_causal,hopper-013
retrieved-notes-d128-4defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-retrieved-notes-d128-4defs-mha-bwd-d128-causal,exp_004,4,7,Kernel Execution Timeout,mha_bwd_d128_causal,hopper-013
retrieved-notes-d128-4defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-retrieved-notes-d128-4defs-mha-bwd-d128-causal,exp_005,5,0,Compilation error,mha_bwd_d128_causal,hopper-013
retrieved-notes-d128-4defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-retrieved-notes-d128-4defs-mha-bwd-d128-causal,exp_005,5,1,Compilation error,mha_bwd_d128_causal,hopper-013
retrieved-notes-d128-4defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-retrieved-notes-d128-4defs-mha-bwd-d128-causal,exp_005,5,2,Runtime error,mha_bwd_d128_causal,hopper-013
retrieved-notes-d128-4defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-retrieved-notes-d128-4defs-mha-bwd-d128-causal,exp_005,5,3,Runtime error,mha_bwd_d128_causal,hopper-013
retrieved-notes-d128-4defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-retrieved-notes-d128-4defs-mha-bwd-d128-causal,exp_005,5,4,Kernel Execution Timeout,mha_bwd_d128_causal,hopper-013
retrieved-notes-d128-4defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-retrieved-notes-d128-4defs-mha-bwd-d128-causal,exp_005,5,5,Compilation error,mha_bwd_d128_causal,hopper-013
retrieved-notes-d128-4defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-retrieved-notes-d128-4defs-mha-bwd-d128-causal,exp_005,5,6,Compilation error,mha_bwd_d128_causal,hopper-013
retrieved-notes-d128-4defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-retrieved-notes-d128-4defs-mha-bwd-d128-causal,exp_005,5,7,Compilation error,mha_bwd_d128_causal,hopper-013
retrieved-notes-d128-4defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-retrieved-notes-d128-4defs-mha-bwd-d128-causal,exp_006,6,0,Compilation error,mha_bwd_d128_causal,hopper-013
retrieved-notes-d128-4defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-retrieved-notes-d128-4defs-mha-bwd-d128-causal,exp_006,6,1,Runtime error,mha_bwd_d128_causal,hopper-013
retrieved-notes-d128-4defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-retrieved-notes-d128-4defs-mha-bwd-d128-causal,exp_006,6,2,Kernel Execution Timeout,mha_bwd_d128_causal,hopper-013
retrieved-notes-d128-4defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-retrieved-notes-d128-4defs-mha-bwd-d128-causal,exp_006,6,3,Runtime error,mha_bwd_d128_causal,hopper-013
retrieved-notes-d128-4defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-retrieved-notes-d128-4defs-mha-bwd-d128-causal,exp_006,6,4,Compilation error,mha_bwd_d128_causal,hopper-013
retrieved-notes-d128-4defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-retrieved-notes-d128-4defs-mha-bwd-d128-causal,exp_006,6,5,Runtime error,mha_bwd_d128_causal,hopper-013
retrieved-notes-d128-4defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-retrieved-notes-d128-4defs-mha-bwd-d128-causal,exp_006,6,6,Kernel Execution Timeout,mha_bwd_d128_causal,hopper-013
retrieved-notes-d128-4defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-retrieved-notes-d128-4defs-mha-bwd-d128-causal,exp_006,6,7,Kernel Execution Timeout,mha_bwd_d128_causal,hopper-013
retrieved-notes-d128-4defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-retrieved-notes-d128-4defs-mha-bwd-d128-causal,exp_007,7,0,Compilation error,mha_bwd_d128_causal,hopper-013
retrieved-notes-d128-4defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-retrieved-notes-d128-4defs-mha-bwd-d128-causal,exp_007,7,1,Kernel Execution Timeout,mha_bwd_d128_causal,hopper-013
retrieved-notes-d128-4defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-retrieved-notes-d128-4defs-mha-bwd-d128-causal,exp_007,7,2,Runtime error,mha_bwd_d128_causal,hopper-013
retrieved-notes-d128-4defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-retrieved-notes-d128-4defs-mha-bwd-d128-causal,exp_007,7,3,Compilation error,mha_bwd_d128_causal,hopper-013
retrieved-notes-d128-4defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-retrieved-notes-d128-4defs-mha-bwd-d128-causal,exp_007,7,4,Kernel Execution Timeout,mha_bwd_d128_causal,hopper-013
retrieved-notes-d128-4defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-retrieved-notes-d128-4defs-mha-bwd-d128-causal,exp_007,7,5,Kernel Execution Timeout,mha_bwd_d128_causal,hopper-013
retrieved-notes-d128-4defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-retrieved-notes-d128-4defs-mha-bwd-d128-causal,exp_007,7,6,Kernel Execution Timeout,mha_bwd_d128_causal,hopper-013
retrieved-notes-d128-4defs,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-retrieved-notes-d128-4defs-mha-bwd-d128-causal,exp_007,7,7,Kernel Execution Timeout,mha_bwd_d128_causal,hopper-013
