series,distance,pdf,bandwidth
"Gemini fix-it edits, all rows",1.28180225,0.0208104322,0.0692788071
"Gemini fix-it edits, all rows",1.28345194,0.0203985008,0.0692788071
"Gemini fix-it edits, all rows",1.28510162,0.0199838272,0.0692788071
"Gemini fix-it edits, all rows",1.2867513,0.0195669061,0.0692788071
"Gemini fix-it edits, all rows",1.28840098,0.0191482267,0.0692788071
"Gemini fix-it edits, all rows",1.29005066,0.0187282719,0.0692788071
"Gemini fix-it edits, all rows",1.29170034,0.018307517,0.0692788071
"Gemini fix-it edits, all rows",1.29335002,0.0178864289,0.0692788071
"Gemini fix-it edits, all rows",1.2949997,0.0174654656,0.0692788071
"Gemini fix-it edits, all rows",1.29664939,0.0170450744,0.0692788071
"Gemini fix-it edits, all rows",1.29829907,0.0166256922,0.0692788071
"Gemini fix-it edits, all rows",1.29994875,0.016207744,0.0692788071
"Gemini fix-it edits, all rows",1.30159843,0.0157916425,0.0692788071
"Gemini fix-it edits, all rows",1.30324811,0.0153777873,0.0692788071
"Gemini fix-it edits, all rows",1.30489779,0.0149665647,0.0692788071
"Gemini fix-it edits, all rows",1.30654747,0.0145583467,0.0692788071
"Gemini fix-it edits, all rows",1.30819715,0.0141534909,0.0692788071
"Gemini fix-it edits, all rows",1.30984683,0.0137523398,0.0692788071
"Gemini fix-it edits, all rows",1.31149652,0.0133552209,0.0692788071
"Gemini fix-it edits, all rows",1.3131462,0.0129624456,0.0692788071
"Gemini fix-it edits, all rows",1.31479588,0.0125743099,0.0692788071
"Gemini fix-it edits, all rows",1.31644556,0.0121910933,0.0692788071
"Gemini fix-it edits, all rows",1.31809524,0.0118130595,0.0692788071
"Gemini fix-it edits, Correct rows",0,0.197776092,0.0712898059
"Gemini fix-it edits, Correct rows",0.00164968115,0.19987694,0.0712898059
"Gemini fix-it edits, Correct rows",0.0032993623,0.201933504,0.0712898059
"Gemini fix-it edits, Correct rows",0.00494904345,0.203944589,0.0712898059
"Gemini fix-it edits, Correct rows",0.00659872461,0.205909058,0.0712898059
"Gemini fix-it edits, Correct rows",0.00824840576,0.207825831,0.0712898059
"Gemini fix-it edits, Correct rows",0.00989808691,0.20969389,0.0712898059
"Gemini fix-it edits, Correct rows",0.0115477681,0.211512277,0.0712898059
"Gemini fix-it edits, Correct rows",0.0131974492,0.213280095,0.0712898059
"Gemini fix-it edits, Correct rows",0.0148471304,0.214996515,0.0712898059
"Gemini fix-it edits, Correct rows",0.0164968115,0.216660767,0.0712898059
"Gemini fix-it edits, Correct rows",0.0181464927,0.218272151,0.0712898059
"Gemini fix-it edits, Correct rows",0.0197961738,0.219830031,0.0712898059
"Gemini fix-it edits, Correct rows",0.021445855,0.221333837,0.0712898059
"Gemini fix-it edits, Correct rows",0.0230955361,0.222783068,0.0712898059
"Gemini fix-it edits, Correct rows",0.0247452173,0.22417729,0.0712898059
"Gemini fix-it edits, Correct rows",0.0263948984,0.225516136,0.0712898059
"Gemini fix-it edits, Correct rows",0.0280445796,0.226799309,0.0712898059
"Gemini fix-it edits, Correct rows",0.0296942607,0.228026579,0.0712898059
"Gemini fix-it edits, Correct rows",0.0313439419,0.229197784,0.0712898059
"Gemini fix-it edits, Correct rows",0.032993623,0.230312831,0.0712898059
"Gemini fix-it edits, Correct rows",0.0346433042,0.231371694,0.0712898059
"Gemini fix-it edits, Correct rows",0.0362929853,0.232374415,0.0712898059
"Gemini fix-it edits, Correct rows",0.0379426665,0.233321104,0.0712898059
"Gemini fix-it edits, Correct rows",0.0395923476,0.234211937,0.0712898059
"Gemini fix-it edits, Correct rows",0.0412420288,0.235047155,0.0712898059
"Gemini fix-it edits, Correct rows",0.0428917099,0.235827067,0.0712898059
"Gemini fix-it edits, Correct rows",0.0445413911,0.236552044,0.0712898059
"Gemini fix-it edits, Correct rows",0.0461910722,0.237222523,0.0712898059
"Gemini fix-it edits, Correct rows",0.0478407534,0.237839002,0.0712898059
"Gemini fix-it edits, Correct rows",0.0494904345,0.238402043,0.0712898059
"Gemini fix-it edits, Correct rows",0.0511401157,0.238912268,0.0712898059
"Gemini fix-it edits, Correct rows",0.0527897968,0.239370358,0.0712898059
"Gemini fix-it edits, Correct rows",0.054439478,0.239777053,0.0712898059
"Gemini fix-it edits, Correct rows",0.0560891591,0.24013315,0.0712898059
"Gemini fix-it edits, Correct rows",0.0577388403,0.240439501,0.0712898059
"Gemini fix-it edits, Correct rows",0.0593885215,0.240697015,0.0712898059
"Gemini fix-it edits, Correct rows",0.0610382026,0.240906651,0.0712898059
"Gemini fix-it edits, Correct rows",0.0626878838,0.241069419,0.0712898059
"Gemini fix-it edits, Correct rows",0.0643375649,0.241186381,0.0712898059
"Gemini fix-it edits, Correct rows",0.0659872461,0.241258646,0.0712898059
"Gemini fix-it edits, Correct rows",0.0676369272,0.241287367,0.0712898059
"Gemini fix-it edits, Correct rows",0.0692866084,0.241273743,0.0712898059
"Gemini fix-it edits, Correct rows",0.0709362895,0.241219015,0.0712898059
"Gemini fix-it edits, Correct rows",0.0725859707,0.241124465,0.0712898059
"Gemini fix-it edits, Correct rows",0.0742356518,0.240991412,0.0712898059
"Gemini fix-it edits, Correct rows",0.075885333,0.240821212,0.0712898059
"Gemini fix-it edits, Correct rows",0.0775350141,0.240615255,0.0712898059
"Gemini fix-it edits, Correct rows",0.0791846953,0.240374962,0.0712898059
"Gemini fix-it edits, Correct rows",0.0808343764,0.240101785,0.0712898059
"Gemini fix-it edits, Correct rows",0.0824840576,0.239797202,0.0712898059
"Gemini fix-it edits, Correct rows",0.0841337387,0.239462718,0.0712898059
"Gemini fix-it edits, Correct rows",0.0857834199,0.239099858,0.0712898059
"Gemini fix-it edits, Correct rows",0.087433101,0.23871017,0.0712898059
"Gemini fix-it edits, Correct rows",0.0890827822,0.238295217,0.0712898059
"Gemini fix-it edits, Correct rows",0.0907324633,0.237856578,0.0712898059
"Gemini fix-it edits, Correct rows",0.0923821445,0.237395847,0.0712898059
"Gemini fix-it edits, Correct rows",0.0940318256,0.236914625,0.0712898059
"Gemini fix-it edits, Correct rows",0.0956815068,0.236414522,0.0712898059
"Gemini fix-it edits, Correct rows",0.0973311879,0.235897151,0.0712898059
"Gemini fix-it edits, Correct rows",0.0989808691,0.235364131,0.0712898059
"Gemini fix-it edits, Correct rows",0.10063055,0.234817076,0.0712898059
"Gemini fix-it edits, Correct rows",0.102280231,0.234257599,0.0712898059
"Gemini fix-it edits, Correct rows",0.103929913,0.233687308,0.0712898059
"Gemini fix-it edits, Correct rows",0.105579594,0.2331078,0.0712898059
"Gemini fix-it edits, Correct rows",0.107229275,0.232520661,0.0712898059
"Gemini fix-it edits, Correct rows",0.108878956,0.231927465,0.0712898059
"Gemini fix-it edits, Correct rows",0.110528637,0.231329766,0.0712898059
"Gemini fix-it edits, Correct rows",0.112178318,0.230729101,0.0712898059
"Gemini fix-it edits, Correct rows",0.113827999,0.230126982,0.0712898059
"Gemini fix-it edits, Correct rows",0.115477681,0.229524899,0.0712898059
"Gemini fix-it edits, Correct rows",0.117127362,0.228924313,0.0712898059
"Gemini fix-it edits, Correct rows",0.118777043,0.228326653,0.0712898059
"Gemini fix-it edits, Correct rows",0.120426724,0.227733319,0.0712898059
"Gemini fix-it edits, Correct rows",0.122076405,0.227145673,0.0712898059
"Gemini fix-it edits, Correct rows",0.123726086,0.226565039,0.0712898059
"Gemini fix-it edits, Correct rows",0.125375768,0.225992702,0.0712898059
"Gemini fix-it edits, Correct rows",0.127025449,0.225429904,0.0712898059
"Gemini fix-it edits, Correct rows",0.12867513,0.224877843,0.0712898059
"Gemini fix-it edits, Correct rows",0.130324811,0.224337668,0.0712898059
"Gemini fix-it edits, Correct rows",0.131974492,0.223810482,0.0712898059
"Gemini fix-it edits, Correct rows",0.133624173,0.223297333,0.0712898059
"Gemini fix-it edits, Correct rows",0.135273854,0.22279922,0.0712898059
"Gemini fix-it edits, Correct rows",0.136923536,0.222317085,0.0712898059
"Gemini fix-it edits, Correct rows",0.138573217,0.221851813,0.0712898059
"Gemini fix-it edits, Correct rows",0.140222898,0.221404233,0.0712898059
"Gemini fix-it edits, Correct rows",0.141872579,0.220975114,0.0712898059
"Gemini fix-it edits, Correct rows",0.14352226,0.220565163,0.0712898059
"Gemini fix-it edits, Correct rows",0.145171941,0.220175027,0.0712898059
"Gemini fix-it edits, Correct rows",0.146821622,0.21980529,0.0712898059
"Gemini fix-it edits, Correct rows",0.148471304,0.21945647,0.0712898059
"Gemini fix-it edits, Correct rows",0.150120985,0.219129024,0.0712898059
"Gemini fix-it edits, Correct rows",0.151770666,0.218823341,0.0712898059
"Gemini fix-it edits, Correct rows",0.153420347,0.218539748,0.0712898059
"Gemini fix-it edits, Correct rows",0.155070028,0.218278505,0.0712898059
"Gemini fix-it edits, Correct rows",0.156719709,0.218039806,0.0712898059
"Gemini fix-it edits, Correct rows",0.158369391,0.21782378,0.0712898059
"Gemini fix-it edits, Correct rows",0.160019072,0.217630494,0.0712898059
"Gemini fix-it edits, Correct rows",0.161668753,0.217459946,0.0712898059
"Gemini fix-it edits, Correct rows",0.163318434,0.217312073,0.0712898059
"Gemini fix-it edits, Correct rows",0.164968115,0.217186752,0.0712898059
"Gemini fix-it edits, Correct rows",0.166617796,0.217083793,0.0712898059
"Gemini fix-it edits, Correct rows",0.168267477,0.217002951,0.0712898059
"Gemini fix-it edits, Correct rows",0.169917159,0.216943919,0.0712898059
"Gemini fix-it edits, Correct rows",0.17156684,0.216906336,0.0712898059
"Gemini fix-it edits, Correct rows",0.173216521,0.216889782,0.0712898059
"Gemini fix-it edits, Correct rows",0.174866202,0.216893788,0.0712898059
"Gemini fix-it edits, Correct rows",0.176515883,0.216917833,0.0712898059
"Gemini fix-it edits, Correct rows",0.178165564,0.216961347,0.0712898059
"Gemini fix-it edits, Correct rows",0.179815246,0.217023716,0.0712898059
"Gemini fix-it edits, Correct rows",0.181464927,0.217104283,0.0712898059
"Gemini fix-it edits, Correct rows",0.183114608,0.217202349,0.0712898059
"Gemini fix-it edits, Correct rows",0.184764289,0.217317182,0.0712898059
"Gemini fix-it edits, Correct rows",0.18641397,0.217448015,0.0712898059
"Gemini fix-it edits, Correct rows",0.188063651,0.217594051,0.0712898059
"Gemini fix-it edits, Correct rows",0.189713332,0.217754469,0.0712898059
"Gemini fix-it edits, Correct rows",0.191363014,0.217928422,0.0712898059
"Gemini fix-it edits, Correct rows",0.193012695,0.218115049,0.0712898059
"Gemini fix-it edits, Correct rows",0.194662376,0.218313471,0.0712898059
"Gemini fix-it edits, Correct rows",0.196312057,0.2185228,0.0712898059
"Gemini fix-it edits, Correct rows",0.197961738,0.218742144,0.0712898059
"Gemini fix-it edits, Correct rows",0.199611419,0.218970607,0.0712898059
"Gemini fix-it edits, Correct rows",0.2012611,0.219207295,0.0712898059
"Gemini fix-it edits, Correct rows",0.202910782,0.219451325,0.0712898059
"Gemini fix-it edits, Correct rows",0.204560463,0.219701822,0.0712898059
"Gemini fix-it edits, Correct rows",0.206210144,0.219957929,0.0712898059
"Gemini fix-it edits, Correct rows",0.207859825,0.22021881,0.0712898059
"Gemini fix-it edits, Correct rows",0.209509506,0.220483655,0.0712898059
"Gemini fix-it edits, Correct rows",0.211159187,0.220751684,0.0712898059
"Gemini fix-it edits, Correct rows",0.212808869,0.22102215,0.0712898059
"Gemini fix-it edits, Correct rows",0.21445855,0.221294349,0.0712898059
"Gemini fix-it edits, Correct rows",0.216108231,0.221567619,0.0712898059
"Gemini fix-it edits, Correct rows",0.217757912,0.221841345,0.0712898059
"Gemini fix-it edits, Correct rows",0.219407593,0.222114969,0.0712898059
"Gemini fix-it edits, Correct rows",0.221057274,0.222387987,0.0712898059
"Gemini fix-it edits, Correct rows",0.222706955,0.222659957,0.0712898059
"Gemini fix-it edits, Correct rows",0.224356637,0.222930504,0.0712898059
"Gemini fix-it edits, Correct rows",0.226006318,0.223199322,0.0712898059
"Gemini fix-it edits, Correct rows",0.227655999,0.223466179,0.0712898059
"Gemini fix-it edits, Correct rows",0.22930568,0.223730919,0.0712898059
"Gemini fix-it edits, Correct rows",0.230955361,0.223993468,0.0712898059
"Gemini fix-it edits, Correct rows",0.232605042,0.224253835,0.0712898059
"Gemini fix-it edits, Correct rows",0.234254724,0.224512118,0.0712898059
"Gemini fix-it edits, Correct rows",0.235904405,0.224768503,0.0712898059
"Gemini fix-it edits, Correct rows",0.237554086,0.22502327,0.0712898059
"Gemini fix-it edits, Correct rows",0.239203767,0.225276794,0.0712898059
"Gemini fix-it edits, Correct rows",0.240853448,0.225529548,0.0712898059
"Gemini fix-it edits, Correct rows",0.242503129,0.225782102,0.0712898059
"Gemini fix-it edits, Correct rows",0.24415281,0.226035131,0.0712898059
"Gemini fix-it edits, Correct rows",0.245802492,0.226289407,0.0712898059
"Gemini fix-it edits, Correct rows",0.247452173,0.226545811,0.0712898059
"Gemini fix-it edits, Correct rows",0.249101854,0.226805323,0.0712898059
"Gemini fix-it edits, Correct rows",0.250751535,0.227069029,0.0712898059
"Gemini fix-it edits, Correct rows",0.252401216,0.227338122,0.0712898059
"Gemini fix-it edits, Correct rows",0.254050897,0.227613895,0.0712898059
"Gemini fix-it edits, Correct rows",0.255700578,0.227897748,0.0712898059
"Gemini fix-it edits, Correct rows",0.25735026,0.228191182,0.0712898059
"Gemini fix-it edits, Correct rows",0.258999941,0.228495799,0.0712898059
"Gemini fix-it edits, Correct rows",0.260649622,0.228813302,0.0712898059
"Gemini fix-it edits, Correct rows",0.262299303,0.229145491,0.0712898059
"Gemini fix-it edits, Correct rows",0.263948984,0.229494262,0.0712898059
"Gemini fix-it edits, Correct rows",0.265598665,0.229861602,0.0712898059
"Gemini fix-it edits, Correct rows",0.267248347,0.230249591,0.0712898059
"Gemini fix-it edits, Correct rows",0.268898028,0.230660391,0.0712898059
"Gemini fix-it edits, Correct rows",0.270547709,0.231096249,0.0712898059
"Gemini fix-it edits, Correct rows",0.27219739,0.231559492,0.0712898059
"Gemini fix-it edits, Correct rows",0.273847071,0.232052518,0.0712898059
"Gemini fix-it edits, Correct rows",0.275496752,0.232577796,0.0712898059
"Gemini fix-it edits, Correct rows",0.277146433,0.233137859,0.0712898059
"Gemini fix-it edits, Correct rows",0.278796115,0.233735299,0.0712898059
"Gemini fix-it edits, Correct rows",0.280445796,0.234372762,0.0712898059
"Gemini fix-it edits, Correct rows",0.282095477,0.23505294,0.0712898059
"Gemini fix-it edits, Correct rows",0.283745158,0.235778568,0.0712898059
"Gemini fix-it edits, Correct rows",0.285394839,0.236552416,0.0712898059
"Gemini fix-it edits, Correct rows",0.28704452,0.23737728,0.0712898059
"Gemini fix-it edits, Correct rows",0.288694202,0.23825598,0.0712898059
"Gemini fix-it edits, Correct rows",0.290343883,0.23919135,0.0712898059
"Gemini fix-it edits, Correct rows",0.291993564,0.240186229,0.0712898059
"Gemini fix-it edits, Correct rows",0.293643245,0.241243458,0.0712898059
"Gemini fix-it edits, Correct rows",0.295292926,0.242365869,0.0712898059
"Gemini fix-it edits, Correct rows",0.296942607,0.24355628,0.0712898059
"Gemini fix-it edits, Correct rows",0.298592288,0.244817483,0.0712898059
"Gemini fix-it edits, Correct rows",0.30024197,0.246152242,0.0712898059
"Gemini fix-it edits, Correct rows",0.301891651,0.247563281,0.0712898059
"Gemini fix-it edits, Correct rows",0.303541332,0.249053276,0.0712898059
"Gemini fix-it edits, Correct rows",0.305191013,0.25062485,0.0712898059
"Gemini fix-it edits, Correct rows",0.306840694,0.252280564,0.0712898059
"Gemini fix-it edits, Correct rows",0.308490375,0.254022906,0.0712898059
"Gemini fix-it edits, Correct rows",0.310140056,0.255854289,0.0712898059
"Gemini fix-it edits, Correct rows",0.311789738,0.257777039,0.0712898059
"Gemini fix-it edits, Correct rows",0.313439419,0.259793388,0.0712898059
"Gemini fix-it edits, Correct rows",0.3150891,0.26190547,0.0712898059
"Gemini fix-it edits, Correct rows",0.316738781,0.26411531,0.0712898059
"Gemini fix-it edits, Correct rows",0.318388462,0.266424819,0.0712898059
"Gemini fix-it edits, Correct rows",0.320038143,0.268835786,0.0712898059
"Gemini fix-it edits, Correct rows",0.321687825,0.271349874,0.0712898059
"Gemini fix-it edits, Correct rows",0.323337506,0.273968612,0.0712898059
"Gemini fix-it edits, Correct rows",0.324987187,0.276693388,0.0712898059
"Gemini fix-it edits, Correct rows",0.326636868,0.279525448,0.0712898059
"Gemini fix-it edits, Correct rows",0.328286549,0.282465885,0.0712898059
"Gemini fix-it edits, Correct rows",0.32993623,0.285515638,0.0712898059
"Gemini fix-it edits, Correct rows",0.331585911,0.288675489,0.0712898059
"Gemini fix-it edits, Correct rows",0.333235593,0.291946053,0.0712898059
"Gemini fix-it edits, Correct rows",0.334885274,0.295327783,0.0712898059
"Gemini fix-it edits, Correct rows",0.336534955,0.298820957,0.0712898059
"Gemini fix-it edits, Correct rows",0.338184636,0.302425686,0.0712898059
"Gemini fix-it edits, Correct rows",0.339834317,0.306141903,0.0712898059
"Gemini fix-it edits, Correct rows",0.341483998,0.309969365,0.0712898059
"Gemini fix-it edits, Correct rows",0.343133679,0.313907655,0.0712898059
"Gemini fix-it edits, Correct rows",0.344783361,0.317956174,0.0712898059
"Gemini fix-it edits, Correct rows",0.346433042,0.322114149,0.0712898059
"Gemini fix-it edits, Correct rows",0.348082723,0.326380625,0.0712898059
"Gemini fix-it edits, Correct rows",0.349732404,0.330754476,0.0712898059
"Gemini fix-it edits, Correct rows",0.351382085,0.335234395,0.0712898059
"Gemini fix-it edits, Correct rows",0.353031766,0.339818906,0.0712898059
"Gemini fix-it edits, Correct rows",0.354681448,0.344506361,0.0712898059
"Gemini fix-it edits, Correct rows",0.356331129,0.349294944,0.0712898059
"Gemini fix-it edits, Correct rows",0.35798081,0.354182675,0.0712898059
"Gemini fix-it edits, Correct rows",0.359630491,0.359167414,0.0712898059
"Gemini fix-it edits, Correct rows",0.361280172,0.364246866,0.0712898059
"Gemini fix-it edits, Correct rows",0.362929853,0.369418583,0.0712898059
"Gemini fix-it edits, Correct rows",0.364579534,0.374679975,0.0712898059
"Gemini fix-it edits, Correct rows",0.366229216,0.380028309,0.0712898059
"Gemini fix-it edits, Correct rows",0.367878897,0.385460723,0.0712898059
"Gemini fix-it edits, Correct rows",0.369528578,0.390974225,0.0712898059
"Gemini fix-it edits, Correct rows",0.371178259,0.396565706,0.0712898059
"Gemini fix-it edits, Correct rows",0.37282794,0.402231944,0.0712898059
"Gemini fix-it edits, Correct rows",0.374477621,0.407969613,0.0712898059
"Gemini fix-it edits, Correct rows",0.376127303,0.413775293,0.0712898059
"Gemini fix-it edits, Correct rows",0.377776984,0.419645473,0.0712898059
"Gemini fix-it edits, Correct rows",0.379426665,0.425576567,0.0712898059
"Gemini fix-it edits, Correct rows",0.381076346,0.431564915,0.0712898059
"Gemini fix-it edits, Correct rows",0.382726027,0.437606799,0.0712898059
"Gemini fix-it edits, Correct rows",0.384375708,0.443698447,0.0712898059
"Gemini fix-it edits, Correct rows",0.386025389,0.449836046,0.0712898059
"Gemini fix-it edits, Correct rows",0.387675071,0.456015749,0.0712898059
"Gemini fix-it edits, Correct rows",0.389324752,0.462233686,0.0712898059
"Gemini fix-it edits, Correct rows",0.390974433,0.468485972,0.0712898059
"Gemini fix-it edits, Correct rows",0.392624114,0.474768719,0.0712898059
"Gemini fix-it edits, Correct rows",0.394273795,0.481078042,0.0712898059
"Gemini fix-it edits, Correct rows",0.395923476,0.48741007,0.0712898059
"Gemini fix-it edits, Correct rows",0.397573157,0.493760956,0.0712898059
"Gemini fix-it edits, Correct rows",0.399222839,0.500126888,0.0712898059
"Gemini fix-it edits, Correct rows",0.40087252,0.506504091,0.0712898059
"Gemini fix-it edits, Correct rows",0.402522201,0.512888843,0.0712898059
"Gemini fix-it edits, Correct rows",0.404171882,0.519277481,0.0712898059
"Gemini fix-it edits, Correct rows",0.405821563,0.525666406,0.0712898059
"Gemini fix-it edits, Correct rows",0.407471244,0.532052098,0.0712898059
"Gemini fix-it edits, Correct rows",0.409120926,0.538431116,0.0712898059
"Gemini fix-it edits, Correct rows",0.410770607,0.54480011,0.0712898059
"Gemini fix-it edits, Correct rows",0.412420288,0.551155827,0.0712898059
"Gemini fix-it edits, Correct rows",0.414069969,0.557495116,0.0712898059
"Gemini fix-it edits, Correct rows",0.41571965,0.563814936,0.0712898059
"Gemini fix-it edits, Correct rows",0.417369331,0.57011236,0.0712898059
"Gemini fix-it edits, Correct rows",0.419019012,0.576384582,0.0712898059
"Gemini fix-it edits, Correct rows",0.420668694,0.58262892,0.0712898059
"Gemini fix-it edits, Correct rows",0.422318375,0.588842821,0.0712898059
"Gemini fix-it edits, Correct rows",0.423968056,0.595023864,0.0712898059
"Gemini fix-it edits, Correct rows",0.425617737,0.601169765,0.0712898059
"Gemini fix-it edits, Correct rows",0.427267418,0.607278377,0.0712898059
"Gemini fix-it edits, Correct rows",0.428917099,0.613347697,0.0712898059
"Gemini fix-it edits, Correct rows",0.430566781,0.619375861,0.0712898059
"Gemini fix-it edits, Correct rows",0.432216462,0.625361151,0.0712898059
"Gemini fix-it edits, Correct rows",0.433866143,0.631301994,0.0712898059
"Gemini fix-it edits, Correct rows",0.435515824,0.63719696,0.0712898059
"Gemini fix-it edits, Correct rows",0.437165505,0.643044765,0.0712898059
"Gemini fix-it edits, Correct rows",0.438815186,0.64884427,0.0712898059
"Gemini fix-it edits, Correct rows",0.440464867,0.654594475,0.0712898059
"Gemini fix-it edits, Correct rows",0.442114549,0.660294526,0.0712898059
"Gemini fix-it edits, Correct rows",0.44376423,0.665943704,0.0712898059
"Gemini fix-it edits, Correct rows",0.445413911,0.671541428,0.0712898059
"Gemini fix-it edits, Correct rows",0.447063592,0.677087252,0.0712898059
"Gemini fix-it edits, Correct rows",0.448713273,0.682580858,0.0712898059
"Gemini fix-it edits, Correct rows",0.450362954,0.688022057,0.0712898059
"Gemini fix-it edits, Correct rows",0.452012635,0.693410781,0.0712898059
"Gemini fix-it edits, Correct rows",0.453662317,0.698747082,0.0712898059
"Gemini fix-it edits, Correct rows",0.455311998,0.704031125,0.0712898059
"Gemini fix-it edits, Correct rows",0.456961679,0.709263184,0.0712898059
"Gemini fix-it edits, Correct rows",0.45861136,0.71444364,0.0712898059
"Gemini fix-it edits, Correct rows",0.460261041,0.71957297,0.0712898059
"Gemini fix-it edits, Correct rows",0.461910722,0.724651747,0.0712898059
"Gemini fix-it edits, Correct rows",0.463560404,0.729680629,0.0712898059
"Gemini fix-it edits, Correct rows",0.465210085,0.73466036,0.0712898059
"Gemini fix-it edits, Correct rows",0.466859766,0.739591759,0.0712898059
"Gemini fix-it edits, Correct rows",0.468509447,0.744475716,0.0712898059
"Gemini fix-it edits, Correct rows",0.470159128,0.749313188,0.0712898059
"Gemini fix-it edits, Correct rows",0.471808809,0.75410519,0.0712898059
"Gemini fix-it edits, Correct rows",0.47345849,0.758852792,0.0712898059
"Gemini fix-it edits, Correct rows",0.475108172,0.76355711,0.0712898059
"Gemini fix-it edits, Correct rows",0.476757853,0.768219304,0.0712898059
"Gemini fix-it edits, Correct rows",0.478407534,0.772840571,0.0712898059
"Gemini fix-it edits, Correct rows",0.480057215,0.77742214,0.0712898059
"Gemini fix-it edits, Correct rows",0.481706896,0.781965264,0.0712898059
"Gemini fix-it edits, Correct rows",0.483356577,0.786471222,0.0712898059
"Gemini fix-it edits, Correct rows",0.485006259,0.790941304,0.0712898059
"Gemini fix-it edits, Correct rows",0.48665594,0.795376816,0.0712898059
"Gemini fix-it edits, Correct rows",0.488305621,0.799779068,0.0712898059
"Gemini fix-it edits, Correct rows",0.489955302,0.804149377,0.0712898059
"Gemini fix-it edits, Correct rows",0.491604983,0.808489057,0.0712898059
"Gemini fix-it edits, Correct rows",0.493254664,0.812799417,0.0712898059
"Gemini fix-it edits, Correct rows",0.494904345,0.81708176,0.0712898059
"Gemini fix-it edits, Correct rows",0.496554027,0.821337378,0.0712898059
"Gemini fix-it edits, Correct rows",0.498203708,0.825567547,0.0712898059
"Gemini fix-it edits, Correct rows",0.499853389,0.829773529,0.0712898059
"Gemini fix-it edits, Correct rows",0.50150307,0.833956567,0.0712898059
"Gemini fix-it edits, Correct rows",0.503152751,0.838117885,0.0712898059
"Gemini fix-it edits, Correct rows",0.504802432,0.842258682,0.0712898059
"Gemini fix-it edits, Correct rows",0.506452113,0.846380136,0.0712898059
"Gemini fix-it edits, Correct rows",0.508101795,0.8504834,0.0712898059
"Gemini fix-it edits, Correct rows",0.509751476,0.854569601,0.0712898059
"Gemini fix-it edits, Correct rows",0.511401157,0.858639842,0.0712898059
"Gemini fix-it edits, Correct rows",0.513050838,0.862695198,0.0712898059
"Gemini fix-it edits, Correct rows",0.514700519,0.866736721,0.0712898059
"Gemini fix-it edits, Correct rows",0.5163502,0.870765434,0.0712898059
"Gemini fix-it edits, Correct rows",0.517999882,0.874782338,0.0712898059
"Gemini fix-it edits, Correct rows",0.519649563,0.878788408,0.0712898059
"Gemini fix-it edits, Correct rows",0.521299244,0.882784597,0.0712898059
"Gemini fix-it edits, Correct rows",0.522948925,0.886771834,0.0712898059
"Gemini fix-it edits, Correct rows",0.524598606,0.89075103,0.0712898059
"Gemini fix-it edits, Correct rows",0.526248287,0.894723075,0.0712898059
"Gemini fix-it edits, Correct rows",0.527897968,0.898688843,0.0712898059
"Gemini fix-it edits, Correct rows",0.52954765,0.90264919,0.0712898059
"Gemini fix-it edits, Correct rows",0.531197331,0.906604962,0.0712898059
"Gemini fix-it edits, Correct rows",0.532847012,0.910556991,0.0712898059
"Gemini fix-it edits, Correct rows",0.534496693,0.914506101,0.0712898059
"Gemini fix-it edits, Correct rows",0.536146374,0.918453109,0.0712898059
"Gemini fix-it edits, Correct rows",0.537796055,0.922398828,0.0712898059
"Gemini fix-it edits, Correct rows",0.539445737,0.926344067,0.0712898059
"Gemini fix-it edits, Correct rows",0.541095418,0.930289639,0.0712898059
"Gemini fix-it edits, Correct rows",0.542745099,0.934236356,0.0712898059
"Gemini fix-it edits, Correct rows",0.54439478,0.93818504,0.0712898059
"Gemini fix-it edits, Correct rows",0.546044461,0.942136518,0.0712898059
"Gemini fix-it edits, Correct rows",0.547694142,0.946091628,0.0712898059
"Gemini fix-it edits, Correct rows",0.549343823,0.950051223,0.0712898059
"Gemini fix-it edits, Correct rows",0.550993505,0.954016169,0.0712898059
"Gemini fix-it edits, Correct rows",0.552643186,0.957987354,0.0712898059
"Gemini fix-it edits, Correct rows",0.554292867,0.961965682,0.0712898059
"Gemini fix-it edits, Correct rows",0.555942548,0.965952085,0.0712898059
"Gemini fix-it edits, Correct rows",0.557592229,0.969947517,0.0712898059
"Gemini fix-it edits, Correct rows",0.55924191,0.973952961,0.0712898059
"Gemini fix-it edits, Correct rows",0.560891591,0.977969429,0.0712898059
"Gemini fix-it edits, Correct rows",0.562541273,0.981997966,0.0712898059
"Gemini fix-it edits, Correct rows",0.564190954,0.986039651,0.0712898059
"Gemini fix-it edits, Correct rows",0.565840635,0.990095597,0.0712898059
"Gemini fix-it edits, Correct rows",0.567490316,0.994166957,0.0712898059
"Gemini fix-it edits, Correct rows",0.569139997,0.998254923,0.0712898059
"Gemini fix-it edits, Correct rows",0.570789678,1.00236073,0.0712898059
"Gemini fix-it edits, Correct rows",0.57243936,1.00648565,0.0712898059
"Gemini fix-it edits, Correct rows",0.574089041,1.01063101,0.0712898059
"Gemini fix-it edits, Correct rows",0.575738722,1.01479816,0.0712898059
"Gemini fix-it edits, Correct rows",0.577388403,1.01898854,0.0712898059
"Gemini fix-it edits, Correct rows",0.579038084,1.02320359,0.0712898059
"Gemini fix-it edits, Correct rows",0.580687765,1.02744482,0.0712898059
"Gemini fix-it edits, Correct rows",0.582337446,1.03171381,0.0712898059
